task_number,task_score,restarted_mid_task
2,4.3002419596,0
3,13.3564071831,0
4,16.0119035572,0
5,24.5571691990,1
1,1.7356688267,0
2,4.0003793406,0
3,31.3871279240,0
4,11.5787051685,0
5,21.9953892231,1
1,31.5878412724,1
1,23.3332289355,0
1,17.1523845898,0
2,17.1138045788,1
1,18.2917074190,0
2,20.5399961788,0
1,13.2650083859,0
2,20.1909885406,1
1,19.5535998801,0
2,4.7907316616,0
3,23.3392991945,0
4,20.9116888046,1
1,4.3583273685,0
2,8.2001538736,0
3,25.1491527849,0
4,8.9325009482,0
5,22.4744255071,0
6,7.5274515152,1
1,21.4287357330,1
1,22.0696612628,0
1,21.6122767925,1
1,4.4048373108,0
2,29.3477361202,1
1,24.2493424416,1
1,11.4444039409,0
2,24.9992394447,1
1,8.8295028507,0
2,14.6234519502,0
3,14.1118068828,0
4,13.5185225265,0
5,14.3745172926,0
6,11.8095474243,1
1,14.8686305980,0
2,19.9518158928,0
3,18.6002955437,1
1,16.4300322150,0
2,17.1589021683,1
1,9.4999443136,0
2,9.4668602080,0
3,6.8251690518,0
4,20.1620839145,0
5,4.3679082533,0
6,25.3500026208,0
1,9.2774145867,0
2,20.7808960122,0
3,22.8638603220,0
4,13.2748932838,1
1,26.4473067589,0
1,23.3667211778,0
1,21.7287940979,1
1,9.2563833153,0
2,30.0214626789,1
1,18.0628773834,0
2,26.3574814796,1
1,3.7026272162,0
2,23.2124751149,0
1,7.2019907671,0
2,5.2280659735,0
3,20.4407466553,0
4,27.6127917767,1
1,15.6932223531,0
2,16.0545530319,1
1,17.6739704431,0
2,0.0992098781,0
3,9.5243922020,0
4,44.0409879684,1
1,22.8901576884,0
2,13.7594962120,1
1,22.2023041248,1
1,9.0636178964,0
2,2.2463916611,0
3,32.7405023086,0
4,16.2632754090,0
1,20.3408012618,0
2,29.4935853481,1
1,22.7858024895,0
2,11.5159385204,1
1,25.0946967716,0
1,23.9217867851,1
1,7.0658054095,0
2,7.5322223965,0
3,25.9062108994,1
1,22.7509460449,1
1,24.6364825559,0
1,14.1768671743,0
2,3.3943369016,0
3,11.5307582910,0
4,15.8492531716,0
5,13.0225041611,0
6,1.6865986100,0
1,20.6204871544,0
2,1.8210972965,0
3,15.5032103192,0
4,25.6430449295,0
1,6.5937442447,0
2,28.8690218925,1
1,8.7878473520,0
2,24.9103231430,1
1,10.4049493482,0
2,6.6176849500,0
3,12.6815203873,0
4,36.9603087902,1
1,24.8883222805,0
1,20.9652090899,0
2,5.0133623351,0
1,28.1118400576,0
2,35.2298233538,0
1,18.7623058272,0
2,12.1140288169,0
3,11.2220640134,0
4,4.4387319858,0
5,23.7483331322,0
6,5.5966801643,1
1,14.6441832199,0
2,20.1299500465,1
1,25.2799415588,1
1,11.3503340918,0
2,21.2337484360,1
1,21.7381596565,1
1,7.6272931935,0
2,22.5045200216,0
3,27.9451146126,1
1,20.9591568784,0
2,4.9541423147,0
3,5.9539883184,0
4,15.2567729346,0
5,25.8973410130,1
1,21.8245711327,1
1,10.0174383296,0
2,21.5885009766,1
1,20.9285037518,1
1,19.7890187418,0
2,12.4575333595,1
1,19.1034331825,0
2,8.1063891349,0
3,31.8922765932,0
4,5.6035037041,1
1,9.5694692930,0
2,23.1965081692,1
1,10.6971981967,0
2,16.2157956463,0
3,24.8068868700,0
4,22.8934936523,1
1,4.4171924508,0
2,10.5587748649,0
3,36.7582285551,0
4,3.5069914104,0
5,16.9770905972,1
1,14.5756994220,0
2,12.5533180735,0
3,24.0578148365,1
1,21.2288403511,1
1,23.1189293861,1
1,12.1113913336,0
2,19.2850088472,0
3,18.4124939703,0
4,10.5499672869,0
5,2.5435451566,0
6,13.8105189800,1
1,23.3239159584,1
1,20.4937402406,0
2,12.4672944546,1
1,13.1893123347,0
2,19.4486832619,1
1,16.8259620334,0
2,2.9651423644,0
3,30.3167825365,0
4,14.5008187294,1
1,16.7394607073,0
2,14.5726143855,0
3,28.0784804821,1
1,9.8335964494,0
2,5.7524771150,0
3,15.6104164028,0
4,18.1374700461,0
5,22.1055832347,0
1,6.9267815300,0
2,20.7875154018,1
1,8.0911150549,0
2,28.4358479977,1
1,25.8073410988,1
1,21.5455892086,1
1,14.4149549024,0
2,16.7293367386,1
1,12.3325354889,0
2,0.4140021981,0
3,20.9914712906,1
1,5.5336280934,0
2,21.2223182049,0
3,25.6977031231,1
1,14.3374056033,0
2,4.2682284095,0
3,34.6992390668,0
4,3.2592101891,0
5,22.4142322540,1
1,13.8066624121,0
2,33.0957198143,1
1,22.1803236008,1
1,14.1907545954,0
2,14.7763293413,0
3,7.6849564351,0
4,2.9171462605,0
5,28.9100140154,0
6,8.8245291710,1
1,7.1668068263,0
2,24.5699336529,1
1,9.3675805335,0
2,4.8248594502,0
3,11.7809964238,0
4,13.3189751102,0
5,26.5970219544,0
6,10.8325195312,1
1,23.8339972824,0
1,23.3286184190,0
1,19.8573289878,0
2,8.9541052290,0
3,36.4212627126,0
1,23.0287656784,1
1,23.1142001152,1
1,5.5205504791,0
2,19.7449234890,0
3,13.3673923183,0
4,20.7884410854,0
5,13.5068235397,1
1,14.7752527492,0
2,10.1554259909,0
3,12.4782369052,0
4,25.8806855679,1
1,22.3303420544,1
1,21.4161028862,1
1,21.2745673656,1
1,13.9934448183,0
2,17.5179676453,0
3,29.4846746922,1
1,24.7208734755,0
1,19.6089647090,0
2,18.1919846535,1
1,15.2118008648,0
2,16.2331602597,0
1,17.5819355566,0
2,17.3947390226,0
3,18.2573525906,1
1,18.2751420129,0
2,17.9624383450,1
1,12.7545837760,0
2,16.7642560671,0
3,27.0914595407,0
1,39.8263409212,0
2,0.8719337169,0
1,22.7072123946,0
1,22.5407223701,1
1,13.5946186123,0
2,3.0013367784,0
3,22.0446596821,0
4,3.2101309383,0
5,24.3690148475,0
6,9.5860691071,1
1,32.1971117932,0
1,17.7443678963,0
2,16.4979486465,1
1,25.6137407264,0
1,8.4645183966,0
2,18.1504182511,0
3,9.1388028180,0
4,5.9613766937,0
5,3.8145805720,0
6,16.0149274172,0
